CITY_BUILDINGS 324
-180.00 69.50 -2200.00 39.00 139.00 30.00 89 89 89 255
-120.00 62.50 -2200.00 30.00 125.00 40.00 63 63 63 255
120.00 123.50 -2200.00 38.00 247.00 33.00 79 79 79 255
180.00 131.50 -2200.00 37.00 263.00 45.00 89 89 89 255
-180.00 174.50 -2145.00 41.00 349.00 39.00 67 67 67 255
-120.00 117.50 -2145.00 35.00 235.00 34.00 87 87 87 255
120.00 81.50 -2145.00 39.00 163.00 41.00 83 83 83 255
180.00 77.50 -2145.00 45.00 155.00 42.00 89 89 89 255
-180.00 127.50 -2090.00 39.00 255.00 44.00 82 82 82 255
-120.00 60.00 -2090.00 36.00 120.00 37.00 65 65 65 255
120.00 65.50 -2090.00 32.00 131.00 37.00 83 83 83 255
180.00 112.00 -2090.00 40.00 224.00 37.00 73 73 73 255
-180.00 103.50 -2035.00 30.00 207.00 32.00 87 87 87 255
-120.00 123.50 -2035.00 30.00 247.00 30.00 86 86 86 255
120.00 143.50 -2035.00 45.00 287.00 37.00 61 61 61 255
180.00 60.00 -2035.00 35.00 120.00 40.00 87 87 87 255
-180.00 111.50 -1980.00 40.00 223.00 35.00 60 60 60 255
-120.00 81.50 -1980.00 33.00 163.00 41.00 73 73 73 255
120.00 112.50 -1980.00 30.00 225.00 30.00 85 85 85 255
180.00 157.00 -1980.00 45.00 314.00 31.00 83 83 83 255
-180.00 64.50 -1925.00 43.00 129.00 42.00 90 90 90 255
-120.00 119.50 -1925.00 39.00 239.00 30.00 61 61 61 255
120.00 71.50 -1925.00 40.00 143.00 35.00 61 61 61 255
180.00 152.50 -1925.00 38.00 305.00 34.00 83 83 83 255
-180.00 90.00 -1870.00 44.00 180.00 39.00 80 80 80 255
-120.00 94.00 -1870.00 42.00 188.00 32.00 65 65 65 255
120.00 101.00 -1870.00 35.00 202.00 39.00 71 71 71 255
180.00 145.50 -1870.00 41.00 291.00 36.00 60 60 60 255
-180.00 113.00 -1815.00 44.00 226.00 34.00 81 81 81 255
-120.00 106.00 -1815.00 44.00 212.00 32.00 60 60 60 255
120.00 101.00 -1815.00 44.00 202.00 42.00 78 78 78 255
180.00 128.50 -1815.00 32.00 257.00 37.00 82 82 82 255
-180.00 163.50 -1760.00 37.00 327.00 33.00 75 75 75 255
-120.00 160.00 -1760.00 35.00 320.00 42.00 63 63 63 255
120.00 117.50 -1760.00 31.00 235.00 36.00 66 66 66 255
180.00 142.50 -1760.00 40.00 285.00 38.00 74 74 74 255
-180.00 82.00 -1705.00 31.00 164.00 31.00 71 71 71 255
-120.00 102.00 -1705.00 33.00 204.00 44.00 81 81 81 255
120.00 140.50 -1705.00 43.00 281.00 44.00 76 76 76 255
180.00 104.00 -1705.00 31.00 208.00 45.00 61 61 61 255
-180.00 84.00 -1650.00 36.00 168.00 43.00 74 74 74 255
-120.00 88.50 -1650.00 45.00 177.00 34.00 79 79 79 255
120.00 129.50 -1650.00 39.00 259.00 44.00 85 85 85 255
180.00 72.00 -1650.00 35.00 144.00 37.00 63 63 63 255
-180.00 127.50 -1595.00 30.00 255.00 43.00 80 80 80 255
-120.00 146.50 -1595.00 40.00 293.00 37.00 72 72 72 255
120.00 102.00 -1595.00 37.00 204.00 30.00 90 90 90 255
180.00 90.00 -1595.00 42.00 180.00 31.00 70 70 70 255
-180.00 173.50 -1540.00 34.00 347.00 45.00 60 60 60 255
-120.00 96.00 -1540.00 38.00 192.00 31.00 63 63 63 255
120.00 138.00 -1540.00 39.00 276.00 41.00 77 77 77 255
180.00 145.00 -1540.00 34.00 290.00 32.00 88 88 88 255
-180.00 161.00 -1485.00 38.00 322.00 45.00 74 74 74 255
-120.00 110.00 -1485.00 37.00 220.00 38.00 74 74 74 255
120.00 133.00 -1485.00 37.00 266.00 34.00 79 79 79 255
180.00 129.50 -1485.00 31.00 259.00 38.00 75 75 75 255
-180.00 93.00 -1430.00 36.00 186.00 43.00 90 90 90 255
-120.00 128.50 -1430.00 36.00 257.00 43.00 61 61 61 255
120.00 109.50 -1430.00 38.00 219.00 37.00 83 83 83 255
180.00 70.00 -1430.00 40.00 140.00 34.00 84 84 84 255
-180.00 126.50 -1375.00 42.00 253.00 39.00 83 83 83 255
-120.00 99.00 -1375.00 41.00 198.00 37.00 85 85 85 255
120.00 143.00 -1375.00 32.00 286.00 40.00 81 81 81 255
180.00 128.50 -1375.00 43.00 257.00 31.00 83 83 83 255
-180.00 136.00 -1320.00 41.00 272.00 32.00 75 75 75 255
-120.00 67.00 -1320.00 36.00 134.00 42.00 66 66 66 255
120.00 71.00 -1320.00 35.00 142.00 31.00 81 81 81 255
180.00 71.00 -1320.00 31.00 142.00 42.00 82 82 82 255
-180.00 113.50 -1265.00 45.00 227.00 38.00 71 71 71 255
-120.00 82.50 -1265.00 36.00 165.00 35.00 67 67 67 255
120.00 116.00 -1265.00 34.00 232.00 43.00 63 63 63 255
180.00 75.00 -1265.00 34.00 150.00 38.00 73 73 73 255
-180.00 94.00 -1210.00 45.00 188.00 37.00 84 84 84 255
-120.00 150.50 -1210.00 45.00 301.00 34.00 74 74 74 255
120.00 107.00 -1210.00 37.00 214.00 30.00 85 85 85 255
180.00 136.00 -1210.00 45.00 272.00 35.00 90 90 90 255
-180.00 167.50 -1155.00 42.00 335.00 30.00 83 83 83 255
-120.00 100.50 -1155.00 32.00 201.00 40.00 77 77 77 255
120.00 124.00 -1155.00 42.00 248.00 32.00 62 62 62 255
180.00 131.50 -1155.00 41.00 263.00 30.00 64 64 64 255
-180.00 131.50 -1100.00 43.00 263.00 34.00 69 69 69 255
-120.00 104.00 -1100.00 36.00 208.00 34.00 70 70 70 255
120.00 159.50 -1100.00 34.00 319.00 38.00 69 69 69 255
180.00 119.00 -1100.00 37.00 238.00 45.00 84 84 84 255
-180.00 71.50 -1045.00 30.00 143.00 45.00 71 71 71 255
-120.00 130.00 -1045.00 37.00 260.00 36.00 77 77 77 255
120.00 128.00 -1045.00 32.00 256.00 35.00 65 65 65 255
180.00 65.00 -1045.00 31.00 130.00 45.00 78 78 78 255
-180.00 69.00 -990.00 32.00 138.00 40.00 69 69 69 255
-120.00 174.50 -990.00 39.00 349.00 33.00 77 77 77 255
120.00 104.00 -990.00 45.00 208.00 33.00 88 88 88 255
180.00 115.50 -990.00 41.00 231.00 33.00 73 73 73 255
-180.00 65.50 -935.00 35.00 131.00 45.00 89 89 89 255
-120.00 131.00 -935.00 45.00 262.00 35.00 61 61 61 255
120.00 74.00 -935.00 44.00 148.00 41.00 77 77 77 255
180.00 161.00 -935.00 32.00 322.00 41.00 86 86 86 255
-180.00 84.50 -880.00 40.00 169.00 40.00 79 79 79 255
-120.00 93.00 -880.00 35.00 186.00 35.00 88 88 88 255
120.00 160.00 -880.00 33.00 320.00 36.00 81 81 81 255
180.00 62.00 -880.00 35.00 124.00 31.00 76 76 76 255
-180.00 143.00 -825.00 33.00 286.00 35.00 89 89 89 255
-120.00 113.50 -825.00 38.00 227.00 42.00 71 71 71 255
120.00 75.50 -825.00 41.00 151.00 36.00 89 89 89 255
180.00 89.50 -825.00 30.00 179.00 44.00 64 64 64 255
-180.00 110.00 -770.00 36.00 220.00 37.00 73 73 73 255
-120.00 147.50 -770.00 33.00 295.00 39.00 60 60 60 255
120.00 65.00 -770.00 40.00 130.00 40.00 70 70 70 255
180.00 87.00 -770.00 44.00 174.00 41.00 87 87 87 255
-180.00 125.00 -715.00 33.00 250.00 41.00 69 69 69 255
-120.00 151.50 -715.00 38.00 303.00 31.00 76 76 76 255
120.00 61.00 -715.00 42.00 122.00 42.00 62 62 62 255
180.00 172.50 -715.00 45.00 345.00 39.00 72 72 72 255
-180.00 88.00 -660.00 40.00 176.00 32.00 79 79 79 255
-120.00 76.00 -660.00 34.00 152.00 39.00 77 77 77 255
120.00 158.50 -660.00 34.00 317.00 33.00 78 78 78 255
180.00 130.50 -660.00 32.00 261.00 37.00 61 61 61 255
-180.00 147.00 -605.00 34.00 294.00 39.00 86 86 86 255
-120.00 77.00 -605.00 33.00 154.00 43.00 85 85 85 255
120.00 76.00 -605.00 40.00 152.00 33.00 73 73 73 255
180.00 152.00 -605.00 45.00 304.00 38.00 81 81 81 255
-180.00 83.50 -550.00 30.00 167.00 39.00 85 85 85 255
-120.00 173.50 -550.00 32.00 347.00 38.00 75 75 75 255
120.00 168.50 -550.00 33.00 337.00 32.00 80 80 80 255
180.00 127.00 -550.00 37.00 254.00 41.00 60 60 60 255
-180.00 111.00 -495.00 42.00 222.00 31.00 71 71 71 255
-120.00 167.00 -495.00 37.00 334.00 31.00 85 85 85 255
120.00 174.00 -495.00 30.00 348.00 30.00 64 64 64 255
180.00 98.50 -495.00 32.00 197.00 42.00 78 78 78 255
-180.00 122.50 -440.00 36.00 245.00 34.00 79 79 79 255
-120.00 173.00 -440.00 37.00 346.00 39.00 69 69 69 255
120.00 106.50 -440.00 37.00 213.00 35.00 65 65 65 255
180.00 162.50 -440.00 38.00 325.00 33.00 78 78 78 255
-180.00 101.00 -385.00 32.00 202.00 39.00 85 85 85 255
-120.00 131.50 -385.00 38.00 263.00 33.00 62 62 62 255
120.00 123.00 -385.00 37.00 246.00 30.00 72 72 72 255
180.00 114.50 -385.00 45.00 229.00 42.00 84 84 84 255
-180.00 75.50 -330.00 36.00 151.00 39.00 71 71 71 255
-120.00 103.50 -330.00 38.00 207.00 37.00 82 82 82 255
120.00 163.00 -330.00 33.00 326.00 40.00 61 61 61 255
180.00 78.50 -330.00 33.00 157.00 44.00 78 78 78 255
-180.00 143.00 -275.00 40.00 286.00 39.00 64 64 64 255
-120.00 141.00 -275.00 33.00 282.00 33.00 64 64 64 255
120.00 169.00 -275.00 44.00 338.00 37.00 61 61 61 255
180.00 90.00 -275.00 30.00 180.00 33.00 63 63 63 255
-180.00 102.00 -220.00 32.00 204.00 36.00 74 74 74 255
-120.00 159.00 -220.00 42.00 318.00 37.00 89 89 89 255
120.00 100.50 -220.00 42.00 201.00 32.00 64 64 64 255
180.00 119.00 -220.00 44.00 238.00 36.00 60 60 60 255
-180.00 61.50 -165.00 35.00 123.00 38.00 61 61 61 255
-120.00 85.00 -165.00 45.00 170.00 35.00 68 68 68 255
120.00 167.50 -165.00 37.00 335.00 33.00 80 80 80 255
180.00 142.00 -165.00 30.00 284.00 33.00 70 70 70 255
-180.00 156.00 -110.00 44.00 312.00 32.00 87 87 87 255
-120.00 128.00 -110.00 38.00 256.00 38.00 81 81 81 255
120.00 128.50 -110.00 40.00 257.00 42.00 69 69 69 255
180.00 138.50 -110.00 37.00 277.00 35.00 78 78 78 255
-180.00 79.50 -55.00 43.00 159.00 41.00 63 63 63 255
-120.00 108.00 -55.00 33.00 216.00 41.00 63 63 63 255
120.00 96.00 -55.00 30.00 192.00 38.00 78 78 78 255
180.00 163.00 -55.00 37.00 326.00 45.00 70 70 70 255
-180.00 114.50 0.00 30.00 229.00 36.00 90 90 90 255
-120.00 139.50 0.00 31.00 279.00 30.00 85 85 85 255
120.00 86.00 0.00 43.00 172.00 40.00 70 70 70 255
180.00 150.50 0.00 41.00 301.00 34.00 78 78 78 255
-180.00 170.50 55.00 38.00 341.00 35.00 89 89 89 255
-120.00 115.50 55.00 42.00 231.00 33.00 73 73 73 255
120.00 63.50 55.00 40.00 127.00 33.00 72 72 72 255
180.00 66.00 55.00 45.00 132.00 39.00 67 67 67 255
-180.00 118.00 110.00 31.00 236.00 33.00 78 78 78 255
-120.00 132.00 110.00 42.00 264.00 34.00 79 79 79 255
120.00 67.50 110.00 42.00 135.00 31.00 69 69 69 255
180.00 154.00 110.00 43.00 308.00 41.00 67 67 67 255
-180.00 95.50 165.00 37.00 191.00 43.00 62 62 62 255
-120.00 104.50 165.00 38.00 209.00 43.00 76 76 76 255
120.00 154.00 165.00 39.00 308.00 33.00 63 63 63 255
180.00 67.50 165.00 34.00 135.00 34.00 68 68 68 255
-180.00 104.00 220.00 32.00 208.00 38.00 86 86 86 255
-120.00 130.00 220.00 42.00 260.00 42.00 86 86 86 255
120.00 111.00 220.00 41.00 222.00 31.00 81 81 81 255
180.00 64.50 220.00 39.00 129.00 38.00 73 73 73 255
-180.00 167.00 275.00 38.00 334.00 39.00 84 84 84 255
-120.00 147.50 275.00 35.00 295.00 36.00 84 84 84 255
120.00 145.00 275.00 32.00 290.00 43.00 74 74 74 255
180.00 128.00 275.00 31.00 256.00 42.00 75 75 75 255
-180.00 139.00 330.00 42.00 278.00 30.00 77 77 77 255
-120.00 111.50 330.00 34.00 223.00 38.00 88 88 88 255
120.00 168.50 330.00 32.00 337.00 43.00 65 65 65 255
180.00 87.00 330.00 40.00 174.00 38.00 61 61 61 255
-180.00 71.50 385.00 40.00 143.00 34.00 69 69 69 255
-120.00 111.50 385.00 45.00 223.00 33.00 89 89 89 255
120.00 170.00 385.00 30.00 340.00 41.00 60 60 60 255
180.00 122.50 385.00 35.00 245.00 42.00 61 61 61 255
-180.00 129.50 440.00 40.00 259.00 37.00 88 88 88 255
-120.00 111.50 440.00 43.00 223.00 34.00 65 65 65 255
120.00 173.00 440.00 36.00 346.00 44.00 60 60 60 255
180.00 93.50 440.00 32.00 187.00 37.00 79 79 79 255
-180.00 121.50 495.00 37.00 243.00 39.00 74 74 74 255
-120.00 65.50 495.00 45.00 131.00 38.00 88 88 88 255
120.00 61.00 495.00 33.00 122.00 32.00 86 86 86 255
180.00 152.50 495.00 33.00 305.00 34.00 79 79 79 255
-180.00 125.00 550.00 37.00 250.00 30.00 60 60 60 255
-120.00 67.00 550.00 36.00 134.00 44.00 80 80 80 255
120.00 166.00 550.00 39.00 332.00 40.00 69 69 69 255
180.00 85.50 550.00 35.00 171.00 32.00 76 76 76 255
-180.00 163.50 605.00 38.00 327.00 34.00 82 82 82 255
-120.00 111.00 605.00 36.00 222.00 30.00 87 87 87 255
120.00 139.00 605.00 37.00 278.00 37.00 72 72 72 255
180.00 120.50 605.00 40.00 241.00 35.00 62 62 62 255
-180.00 173.00 660.00 38.00 346.00 30.00 87 87 87 255
-120.00 76.50 660.00 37.00 153.00 44.00 71 71 71 255
120.00 133.50 660.00 39.00 267.00 38.00 74 74 74 255
180.00 101.50 660.00 34.00 203.00 34.00 60 60 60 255
-180.00 107.50 715.00 43.00 215.00 41.00 82 82 82 255
-120.00 84.00 715.00 33.00 168.00 38.00 83 83 83 255
120.00 64.50 715.00 44.00 129.00 33.00 61 61 61 255
180.00 79.00 715.00 45.00 158.00 31.00 74 74 74 255
-180.00 66.00 770.00 33.00 132.00 36.00 73 73 73 255
-120.00 75.50 770.00 30.00 151.00 36.00 63 63 63 255
120.00 85.00 770.00 38.00 170.00 43.00 68 68 68 255
180.00 171.00 770.00 38.00 342.00 31.00 80 80 80 255
-180.00 148.00 825.00 45.00 296.00 32.00 87 87 87 255
-120.00 153.00 825.00 37.00 306.00 33.00 68 68 68 255
120.00 116.50 825.00 45.00 233.00 45.00 85 85 85 255
180.00 150.50 825.00 44.00 301.00 40.00 87 87 87 255
-180.00 164.50 880.00 34.00 329.00 32.00 83 83 83 255
-120.00 85.50 880.00 36.00 171.00 40.00 72 72 72 255
120.00 77.00 880.00 42.00 154.00 32.00 66 66 66 255
180.00 139.50 880.00 38.00 279.00 38.00 89 89 89 255
-180.00 96.00 935.00 35.00 192.00 40.00 75 75 75 255
-120.00 67.00 935.00 44.00 134.00 34.00 81 81 81 255
120.00 147.50 935.00 39.00 295.00 41.00 61 61 61 255
180.00 109.50 935.00 40.00 219.00 30.00 65 65 65 255
-180.00 129.50 990.00 40.00 259.00 41.00 71 71 71 255
-120.00 62.50 990.00 38.00 125.00 33.00 74 74 74 255
120.00 89.00 990.00 34.00 178.00 38.00 83 83 83 255
180.00 156.50 990.00 32.00 313.00 41.00 66 66 66 255
-180.00 92.50 1045.00 39.00 185.00 31.00 90 90 90 255
-120.00 92.00 1045.00 32.00 184.00 31.00 65 65 65 255
120.00 85.00 1045.00 41.00 170.00 42.00 81 81 81 255
180.00 118.00 1045.00 30.00 236.00 40.00 88 88 88 255
-180.00 96.00 1100.00 45.00 192.00 40.00 82 82 82 255
-120.00 150.00 1100.00 41.00 300.00 37.00 85 85 85 255
120.00 115.00 1100.00 37.00 230.00 36.00 69 69 69 255
180.00 136.50 1100.00 43.00 273.00 40.00 65 65 65 255
-180.00 111.00 1155.00 32.00 222.00 45.00 86 86 86 255
-120.00 163.00 1155.00 34.00 326.00 34.00 90 90 90 255
120.00 78.00 1155.00 43.00 156.00 35.00 60 60 60 255
180.00 117.00 1155.00 39.00 234.00 36.00 71 71 71 255
-180.00 94.50 1210.00 43.00 189.00 41.00 68 68 68 255
-120.00 107.00 1210.00 42.00 214.00 33.00 68 68 68 255
120.00 145.00 1210.00 43.00 290.00 31.00 87 87 87 255
180.00 114.00 1210.00 42.00 228.00 36.00 60 60 60 255
-180.00 156.50 1265.00 37.00 313.00 40.00 72 72 72 255
-120.00 89.00 1265.00 42.00 178.00 42.00 88 88 88 255
120.00 72.50 1265.00 38.00 145.00 35.00 90 90 90 255
180.00 170.50 1265.00 35.00 341.00 42.00 67 67 67 255
-180.00 84.50 1320.00 45.00 169.00 40.00 71 71 71 255
-120.00 97.50 1320.00 45.00 195.00 38.00 79 79 79 255
120.00 83.50 1320.00 43.00 167.00 38.00 60 60 60 255
180.00 117.00 1320.00 36.00 234.00 36.00 84 84 84 255
-180.00 72.00 1375.00 38.00 144.00 42.00 65 65 65 255
-120.00 105.00 1375.00 39.00 210.00 31.00 71 71 71 255
120.00 140.50 1375.00 35.00 281.00 34.00 61 61 61 255
180.00 171.00 1375.00 37.00 342.00 31.00 79 79 79 255
-180.00 140.00 1430.00 44.00 280.00 44.00 66 66 66 255
-120.00 173.50 1430.00 33.00 347.00 36.00 88 88 88 255
120.00 132.50 1430.00 45.00 265.00 41.00 82 82 82 255
180.00 100.50 1430.00 43.00 201.00 38.00 83 83 83 255
-180.00 106.00 1485.00 37.00 212.00 44.00 73 73 73 255
-120.00 101.50 1485.00 35.00 203.00 33.00 66 66 66 255
120.00 127.50 1485.00 33.00 255.00 39.00 84 84 84 255
180.00 144.50 1485.00 31.00 289.00 44.00 61 61 61 255
-180.00 80.50 1540.00 44.00 161.00 32.00 79 79 79 255
-120.00 69.50 1540.00 43.00 139.00 30.00 66 66 66 255
120.00 91.50 1540.00 39.00 183.00 32.00 81 81 81 255
180.00 97.50 1540.00 37.00 195.00 35.00 73 73 73 255
-180.00 137.50 1595.00 39.00 275.00 36.00 76 76 76 255
-120.00 89.00 1595.00 35.00 178.00 37.00 84 84 84 255
120.00 102.00 1595.00 45.00 204.00 37.00 80 80 80 255
180.00 130.50 1595.00 32.00 261.00 30.00 89 89 89 255
-180.00 79.50 1650.00 34.00 159.00 44.00 88 88 88 255
-120.00 153.00 1650.00 34.00 306.00 44.00 78 78 78 255
120.00 73.50 1650.00 34.00 147.00 42.00 78 78 78 255
180.00 126.50 1650.00 32.00 253.00 44.00 81 81 81 255
-180.00 94.00 1705.00 32.00 188.00 36.00 66 66 66 255
-120.00 134.50 1705.00 32.00 269.00 31.00 70 70 70 255
120.00 162.00 1705.00 43.00 324.00 40.00 65 65 65 255
180.00 94.00 1705.00 38.00 188.00 33.00 70 70 70 255
-180.00 87.00 1760.00 44.00 174.00 44.00 88 88 88 255
-120.00 109.50 1760.00 41.00 219.00 44.00 70 70 70 255
120.00 159.50 1760.00 43.00 319.00 40.00 69 69 69 255
180.00 150.50 1760.00 45.00 301.00 37.00 62 62 62 255
-180.00 99.50 1815.00 45.00 199.00 37.00 73 73 73 255
-120.00 175.00 1815.00 40.00 350.00 34.00 77 77 77 255
120.00 98.00 1815.00 39.00 196.00 31.00 66 66 66 255
180.00 142.50 1815.00 37.00 285.00 30.00 78 78 78 255
-180.00 122.50 1870.00 37.00 245.00 45.00 71 71 71 255
-120.00 165.00 1870.00 40.00 330.00 41.00 75 75 75 255
120.00 175.00 1870.00 44.00 350.00 31.00 90 90 90 255
180.00 134.50 1870.00 36.00 269.00 44.00 76 76 76 255
-180.00 143.00 1925.00 32.00 286.00 37.00 84 84 84 255
-120.00 162.00 1925.00 37.00 324.00 39.00 74 74 74 255
120.00 100.50 1925.00 40.00 201.00 33.00 71 71 71 255
180.00 173.50 1925.00 41.00 347.00 35.00 77 77 77 255
-180.00 73.50 1980.00 42.00 147.00 35.00 84 84 84 255
-120.00 167.00 1980.00 42.00 334.00 40.00 80 80 80 255
120.00 128.00 1980.00 30.00 256.00 31.00 75 75 75 255
180.00 71.00 1980.00 37.00 142.00 32.00 72 72 72 255
-180.00 69.50 2035.00 31.00 139.00 39.00 64 64 64 255
-120.00 106.50 2035.00 32.00 213.00 33.00 81 81 81 255
120.00 155.00 2035.00 34.00 310.00 32.00 80 80 80 255
180.00 157.50 2035.00 43.00 315.00 34.00 61 61 61 255
-180.00 108.50 2090.00 31.00 217.00 32.00 90 90 90 255
-120.00 79.00 2090.00 34.00 158.00 34.00 71 71 71 255
120.00 144.50 2090.00 30.00 289.00 42.00 76 76 76 255
180.00 136.00 2090.00 41.00 272.00 30.00 84 84 84 255
-180.00 84.50 2145.00 32.00 169.00 33.00 74 74 74 255
-120.00 66.50 2145.00 36.00 133.00 30.00 79 79 79 255
120.00 116.00 2145.00 32.00 232.00 43.00 66 66 66 255
180.00 106.00 2145.00 31.00 212.00 42.00 81 81 81 255
-180.00 74.00 2200.00 44.00 148.00 39.00 60 60 60 255
-120.00 145.50 2200.00 41.00 291.00 41.00 67 67 67 255
120.00 80.00 2200.00 45.00 160.00 33.00 72 72 72 255
180.00 74.50 2200.00 41.00 149.00 39.00 88 88 88 255
